date,site_name,alternative_name,crew,plot_stake,organic_depth,notes,photo
6/11/2015,BFY13,BF99,Jdm ko,1,4,,
6/11/2015,BFY13,BF99,Jdm ko,2,1.5,,
6/11/2015,BFY13,BF99,Jdm ko,3,3,,
6/11/2015,BFY13,BF99,Jdm ko,4,4,,
6/11/2015,BFY13,BF99,Ko jc,5,4,,
6/11/2015,BFY13,BF99,Ko jc,6,5,,
6/11/2015,BFY13,BF99,Ko jc,7,3.5,,
6/11/2015,BFY13,BF99,Ko jc,8,3,,
6/11/2015,BFY13,BF99,Ko jc,9,0.5,,
6/11/2015,BFY13,BF99,Ko jc,10,11,,
6/11/2015,BFY13,BF99,Ko jc,11,14,,
6/11/2015,BFY13,BF99,Ko jc,12,5,,
6/11/2015,BFY13,BF99,Ko jc,13,9,,
6/11/2015,BFY13,BF99,Ko jc,14,5.5,,
6/11/2015,BFY13,BF99,Ko jc,15,6,,
6/11/2015,BFY13,BF99,Ko jc,16,2,,
6/11/2015,BFY13,BF99,Ko jc,17,7,,
6/11/2015,BFY13,BF99,Ko jc,18,5.5,,
6/11/2015,BFY13,BF99,Ko jc,19,14,,
6/11/2015,BFY13,BF99,Ko jc,20,9,,
6/15/2015,GSI3,GS-1,Sf: jh,7,13,,
6/15/2015,GSI3,GS-1,Sf: jh,8,11,,
6/15/2015,GSI3,GS-1,Sf: jh,9,9.5,,
6/15/2015,GSI3,GS-1,Sf: jh,4,5,Hole was 25. Fluffing? Stake 4.,
6/15/2015,GSI3,GS-1,Sf: jh,11,6,,
6/15/2015,GSI3,GS-1,Sf: jh,12,7.5,,
6/15/2015,GSI3,GS-1,Sf: jh,7,5,,
6/15/2015,GSI3,GS-1,Sf: jh,14,5.2,,Soil_GSI3_Stake14.JPG
6/15/2015,GSI3,GS-1,Sf: jh,15,10,,Soil_GSI3_Stake15.JPG
6/15/2015,GSI3,GS-1,Sf: jh,9,8,Wetter spot,
6/15/2015,GSI3,GS-1,Sf: jh,17,10,,
6/15/2015,GSI3,GS-1,Sf: jh,18,6.5,,
6/15/2015,GSI3,GS-1,Sf: jh,19,7.5,,
6/15/2015,GSI3,GS-1,Sf: jh,13,6,,
6/15/2015,GSI3,GS-1,Sf: jh,1,10,plot stake is just placeholder. we hadn't figured out that we wanted to track this yet when these samples were taken. ,
6/15/2015,GSI3,GS-1,Sf: jh,2,11,plot stake is just placeholder. we hadn't figured out that we wanted to track this yet when these samples were taken. ,
6/15/2015,GSI3,GS-1,Sf: jh,3,9,plot stake is just placeholder. we hadn't figured out that we wanted to track this yet when these samples were taken. ,
6/15/2015,GSI3,GS-1,Sf: jh,17,7.5,,
6/15/2015,GSI3,GS-1,Sf: jh,10,5.5,plot stake is just placeholder. we hadn't figured out that we wanted to track this yet when these samples were taken. ,
6/15/2015,GSI3,GS-1,Sf: jh,6,8.5,plot stake is just placeholder. we hadn't figured out that we wanted to track this yet when these samples were taken. ,
6/17/2015,BFY10,BF73,SF: JH,20,7,,
6/17/2015,BFY10,BF73,SF: JH,19,7,,
6/17/2015,BFY10,BF73,SF: JH,18,14,,
6/17/2015,BFY10,BF73,SF: JH,17,16.5,,
6/17/2015,BFY10,BF73,SF: JH,16,7,,
6/17/2015,BFY10,BF73,SF: JH,15,8,,
6/17/2015,BFY10,BF73,SF: JH,14,5.5,,
6/17/2015,BFY10,BF73,SF: JH,13,8.5,,
6/17/2015,BFY10,BF73,SF: JH,12,5.5,,Soil_BFY10_Stake12.JPG
6/17/2015,BFY10,BF73,SF: JH,11,9,,Soil_BFY10_Stake11.JPG
6/17/2015,BFY10,BF73,SF: JH,10,5,,
6/17/2015,BFY10,BF73,SF: JH,9,8,,
6/17/2015,BFY10,BF73,SF: JH,8,6,,
6/17/2015,BFY10,BF73,SF: JH,7,5,,
6/17/2015,BFY10,BF73,SF: JH,6,7,,
6/17/2015,BFY10,BF73,SF: JH,5,11.5,,
6/17/2015,BFY10,BF73,SF: JH,4,11,,
6/17/2015,BFY10,BF73,SF: JH,3,8,,
6/17/2015,BFY10,BF73,SF: JH,2,7,,
6/17/2015,BFY10,BF73,SF: JH,1,5,,
6/22/2015,BFY4,BF81,SF: jm,1,4,,
6/22/2015,BFY4,BF81,SF: jm,2,7,,
6/22/2015,BFY4,BF81,SF: jm,3,6,To rock. Just turning to mineral. ,
6/22/2015,BFY4,BF81,SF: jm,4,4,,Soil_BFY4_Stake4.JPG
6/22/2015,BFY4,BF81,SF: jm,5,4,,
6/22/2015,BFY4,BF81,SF: jm,6,4,Couldnt go deeper. Rock,
6/22/2015,BFY4,BF81,SF: jm,7,5,,Soil_BFY4_Stake7.JPG
6/22/2015,BFY4,BF81,SF: jm,8,4.5,Then rock.,
6/22/2015,BFY4,BF81,SF: jm,9,3.5,,
6/22/2015,BFY4,BF81,SF: jm,10,6,,
6/22/2015,BFY4,BF81,SF: jm,11,3,,
6/22/2015,BFY4,BF81,SF: jm,12,4,,
6/22/2015,BFY4,BF81,SF: jm,13,5,,
6/22/2015,BFY4,BF81,SF: jm,14,2.5,,
6/22/2015,BFY4,BF81,SF: jm,15,2,,
6/22/2015,BFY4,BF81,SF: jm,16,5,,
6/22/2015,BFY4,BF81,SF: jm,17,4,,
6/22/2015,BFY4,BF81,SF: jm,18,2.5,,
6/22/2015,BFY4,BF81,SF: jm,19,4.5,,
6/22/2015,BFY4,BF81,SF: jm,20,3,,
6/22/2015,BFY11,BF82,SF: JM,20,3,,
6/22/2015,BFY11,BF82,SF: JM,19,4.5,,
6/22/2015,BFY11,BF82,SF: JM,17,2.5,,Soil_BFY11_Stake17.JPG
6/22/2015,BFY11,BF82,SF: JM,16,4,,
6/22/2015,BFY11,BF82,SF: JM,18,4.5,,
6/22/2015,BFY11,BF82,SF: JM,15,2,,
6/22/2015,BFY11,BF82,SF: JM,14,6,,Soil_BFY11_Stake14.JPG
6/22/2015,BFY11,BF82,SF: JM,13,0,Bare rock,
6/22/2015,BFY11,BF82,SF: JM,12,2.5,,
6/22/2015,BFY11,BF82,SF: JM,11,2.5,,
6/22/2015,BFY11,BF82,SF: JM,10,3,,
6/22/2015,BFY11,BF82,SF: JM,9,2.5,,
6/22/2015,BFY11,BF82,SF: JM,8,6,,
6/22/2015,BFY11,BF82,SF: JM,7,5,,
6/22/2015,BFY11,BF82,SF: JM,6,4.5,,
6/22/2015,BFY11,BF82,SF: JM,5,3,,
6/22/2015,BFY11,BF82,SF: JM,4,4.5,,
6/22/2015,BFY11,BF82,SF: JM,3,3.5,,
6/22/2015,BFY11,BF82,SF: JM,2,13,Quite a bit of compaction in multiple samples at this location.  Possibly due to large organic depth.,
6/22/2015,BFY11,BF82,SF: JM,1,3,,
6/23/2015,BFY12,BF83,SF: JM,1,10.5,Dead sphagnum under thin live polytrichum,
6/23/2015,BFY12,BF83,SF: JM,2,4,,
6/23/2015,BFY12,BF83,SF: JM,3,4,,
6/23/2015,BFY12,BF83,SF: JM,4,5,Mixed: still lots of organic at this depth. ,
6/23/2015,BFY12,BF83,SF: JM,5,5,Use last. 2.5cm compaction,
6/23/2015,BFY12,BF83,SF: JM,6,10.5,Unburned sphagnum under charcoal layer,Soil_BFY12_Stake6.JPG
6/23/2015,BFY12,BF83,SF: JM,7,0,Bare rock,
6/23/2015,BFY12,BF83,SF: JM,8,3,,Soil_BFY12_Stake8.JPG
6/23/2015,BFY12,BF83,SF: JM,9,5,,
6/23/2015,BFY12,BF83,SF: JM,10,5.5,,
6/23/2015,BFY12,BF83,SF: JM,11,8.5,,
6/23/2015,BFY12,BF83,SF: JM,12,4.5,,
6/23/2015,BFY12,BF83,SF: JM,13,6,,
6/23/2015,BFY12,BF83,SF: JM,14,15,,
6/23/2015,BFY12,BF83,SF: JM,15,6,,
6/23/2015,BFY12,BF83,SF: JM,16,4.5,,
6/23/2015,BFY12,BF83,SF: JM,17,1,,
6/23/2015,BFY12,BF83,SF: JM,18,2,,
6/23/2015,BFY12,BF83,SF: JM,19,1,,
6/23/2015,BFY12,BF83,SF: JM,20,1.5,,
6/23/2015,BFY1,BF71,SF: JM,1,8.5,,
6/23/2015,BFY1,BF71,SF: JM,2,8.5,,
6/23/2015,BFY1,BF71,SF: JM,3,3.5,,
6/23/2015,BFY1,BF71,SF: JM,4,10,,
6/23/2015,BFY1,BF71,SF: JM,5,5.5,,Soil_BFY1_Stake5.JPG
6/23/2015,BFY1,BF71,SF: JM,6,7.5,,Soil_BFY1_Stake6.JPG
6/23/2015,BFY1,BF71,SF: JM,7,8,,
6/23/2015,BFY1,BF71,SF: JM,8,8.5,,
6/23/2015,BFY1,BF71,SF: JM,9,1.5,,Soil_BFY1_Stake9.JPG
6/23/2015,BFY1,BF71,SF: JM,10,8.5,,
6/23/2015,BFY1,BF71,SF: JM,11,11,,
6/23/2015,BFY1,BF71,SF: JM,12,2.5,,
6/23/2015,BFY1,BF71,SF: JM,13,7.5,,
6/23/2015,BFY1,BF71,SF: JM,14,4.5,,
6/23/2015,BFY1,BF71,SF: JM,15,5,,
6/23/2015,BFY1,BF71,SF: JM,16,4,,
6/23/2015,BFY1,BF71,SF: JM,17,9,,
6/23/2015,BFY1,BF71,SF: JM,18,9,,
6/23/2015,BFY1,BF71,SF: JM,19,0.5,Where upturned tree used to be rooted into ground,
6/23/2015,BFY1,BF71,SF: JM,20,2.5,,
6/23/2015,BFY6,BF77,SF: JM,1,7.5,,
6/23/2015,BFY6,BF77,SF: JM,2,6,,
6/23/2015,BFY6,BF77,SF: JM,3,8,,
6/23/2015,BFY6,BF77,SF: JM,4,4.5,,
6/23/2015,BFY6,BF77,SF: JM,5,3,,
6/23/2015,BFY6,BF77,SF: JM,6,3.5,,Soil_BFY6_Stake6.JPG
6/23/2015,BFY6,BF77,SF: JM,7,3.5,,
6/23/2015,BFY6,BF77,SF: JM,8,3.5,,
6/23/2015,BFY6,BF77,SF: JM,9,4,,
6/23/2015,BFY6,BF77,SF: JM,10,15.5,Difficult to find boundary. Still mostly organic after 15.5.,
6/23/2015,BFY6,BF77,SF: JM,11,13,,
6/23/2015,BFY6,BF77,SF: JM,12,4,,
6/23/2015,BFY6,BF77,SF: JM,13,6,,
6/23/2015,BFY6,BF77,SF: JM,14,5.5,,
6/23/2015,BFY6,BF77,SF: JM,15,5,,
6/23/2015,BFY6,BF77,SF: JM,16,0.5,,
6/23/2015,BFY6,BF77,SF: JM,17,0.5,,
6/23/2015,BFY6,BF77,SF: JM,18,8,,
6/23/2015,BFY6,BF77,SF: JM,19,8,,
6/23/2015,BFY6,BF77,SF: JM,20,16,,
6/24/2015,GRI6,GR-3,Sf: jdm,1,5,,
6/24/2015,GRI6,GR-3,Sf: jdm,2,6,,
6/24/2015,GRI6,GR-3,Sf: jdm,3,7,,
6/24/2015,GRI6,GR-3,Sf: jdm,4,2.5,,
6/24/2015,GRI6,GR-3,Sf: jdm,5,11,,
6/24/2015,GRI6,GR-3,Sf: jdm,6,6,,
6/24/2015,GRI6,GR-3,Sf: jdm,7,5,,
6/24/2015,GRI6,GR-3,Sf: jdm,8,6,,
6/24/2015,GRI6,GR-3,Sf: jdm,9,4,,
6/24/2015,GRI6,GR-3,Sf: jdm,10,5,,
6/24/2015,GRI6,GR-3,Sf: jdm,11,3.5,,
6/24/2015,GRI6,GR-3,Sf: jdm,12,4.5,,
6/24/2015,GRI6,GR-3,Sf: jdm,13,3,,
6/24/2015,GRI6,GR-3,Sf: jdm,14,6,,
6/24/2015,GRI6,GR-3,Sf: jdm,15,4.5,,
6/24/2015,GRI6,GR-3,Sf: jdm,16,6.5,,
6/24/2015,GRI6,GR-3,Sf: jdm,17,6,,
6/24/2015,GRI6,GR-3,Sf: jdm,18,7,,
6/24/2015,GRI6,GR-3,Sf: jdm,19,9,,
6/24/2015,GRI6,GR-3,Sf: jdm,20,6.5,,
6/24/2015,GRI7,GR-4,SF: JM,1,6,,
6/24/2015,GRI7,GR-4,SF: JM,2,3,,
6/24/2015,GRI7,GR-4,SF: JM,3,3.5,,
6/24/2015,GRI7,GR-4,SF: JM,7,5,Went out of order,
6/24/2015,GRI7,GR-4,SF: JM,4,5,,
6/24/2015,GRI7,GR-4,SF: JM,5,3.5,,
6/24/2015,GRI7,GR-4,SF: JM,6,2,,
6/24/2015,GRI7,GR-4,SF: JM,8,5,,Soil_GRI7_Stake8.JPG
6/24/2015,GRI7,GR-4,SF: JM,9,3.5,,
6/24/2015,GRI7,GR-4,SF: JM,10,4,,
6/24/2015,GRI7,GR-4,SF: JM,11,4,,
6/24/2015,GRI7,GR-4,SF: JM,12,1,,
6/24/2015,GRI7,GR-4,SF: JM,13,3.5,P,
6/24/2015,GRI7,GR-4,SF: JM,14,5.5,Buried organic? Measured to top of first mineral. ,Soil_GRI7_Stake14.JPG
6/24/2015,GRI7,GR-4,SF: JM,15,2.5,,
6/24/2015,GRI7,GR-4,SF: JM,16,4.5,,
6/24/2015,GRI7,GR-4,SF: JM,17,3,,
6/24/2015,GRI7,GR-4,SF: JM,18,7.5,Rotten log,
6/24/2015,GRI7,GR-4,SF: JM,19,6.5,,
6/24/2015,GRI7,GR-4,SF: JM,20,4,,
6/25/2015,HR1A,HR1A,SF: JM,1,2,At this site: almost all organic depths had rock at transition. The places we could core represent about 25% of the site. ,
6/25/2015,HR1A,HR1A,SF: JM,2,2.5,,
6/25/2015,HR1A,HR1A,SF: JM,3,3,,
6/25/2015,HR1A,HR1A,SF: JM,4,5,,
6/25/2015,HR1A,HR1A,SF: JM,5,3,,
6/25/2015,HR1A,HR1A,SF: JM,6,4,,
6/25/2015,HR1A,HR1A,SF: JM,7,3.5,,
6/25/2015,HR1A,HR1A,SF: JM,8,5,,
6/25/2015,HR1A,HR1A,SF: JM,9,8,,
6/25/2015,HR1A,HR1A,SF: JM,10,5,,Soil_HR1A_Stake10.JPG
6/25/2015,HR1A,HR1A,SF: JM,11,6,,
6/25/2015,HR1A,HR1A,SF: JM,12,5,,
6/25/2015,HR1A,HR1A,SF: JM,13,6,,Soil_HR1A_Stake13.JPG
6/25/2015,HR1A,HR1A,SF: JM,14,6,Short. Use last.,
6/25/2015,HR1A,HR1A,SF: JM,15,2,,
6/25/2015,HR1A,HR1A,SF: JM,16,2,,
6/25/2015,HR1A,HR1A,SF: JM,17,6,,
6/25/2015,HR1A,HR1A,SF: JM,18,4,,
6/25/2015,HR1A,HR1A,SF: JM,19,3,,
6/25/2015,HR1A,HR1A,SF: JM,20,6,,
6/25/2015,UP4D,UP4D,Sf: jdm,1,13,,
6/25/2015,UP4D,UP4D,Sf: jdm,2,19,,
6/25/2015,UP4D,UP4D,Sf: jdm,3,15,,
6/25/2015,UP4D,UP4D,Sf: jdm,4,6,,
6/25/2015,UP4D,UP4D,Sf: jdm,5,14,,
6/25/2015,UP4D,UP4D,Sf: jdm,6,11,3cm of compaction. Had issues with last three sample attempts (nearly 10cm compaction): so keeping this one.,
6/25/2015,UP4D,UP4D,Sf: jdm,7,21.5,2cm compaction,
6/25/2015,UP4D,UP4D,Sf: jdm,8,16,,
6/25/2015,UP4D,UP4D,Sf: jdm,9,22,We stopped here: getting too much compaction. ,
7/1/2015,MDI4,MD-2,Jh: jdm,1,2,,
7/1/2015,MDI4,MD-2,Jh: jdm,2,4,,
7/1/2015,MDI4,MD-2,Jh: jdm,3,5,,
7/1/2015,MDI4,MD-2,Jh: jdm,4,4,,
7/1/2015,MDI4,MD-2,Jh: jdm,5,4.5,,
7/1/2015,MDI4,MD-2,Jh: jdm,6,1.5,,
7/1/2015,MDI4,MD-2,Jh: jdm,7,6,,
7/1/2015,MDI4,MD-2,Jh: jdm,8,4,,
7/1/2015,MDI4,MD-2,Jh: jdm,9,6,,
7/1/2015,MDI4,MD-2,Jh: jdm,10,6.5,,
7/1/2015,MDI4,MD-2,Jh: jdm,11,5,,
7/1/2015,MDI4,MD-2,Jh: jdm,12,6,,
7/1/2015,MDI4,MD-2,Jh: jdm,13,2.5,,
7/1/2015,MDI4,MD-2,Jh: jdm,14,5,,
7/1/2015,MDI4,MD-2,Jh: jdm,15,6,,
7/1/2015,MDI4,MD-2,Jh: jdm,16,4,,
7/1/2015,MDI4,MD-2,Jh: jdm,17,6.5,,
7/1/2015,MDI4,MD-2,Jh: jdm,18,9.5,,
7/1/2015,MDI4,MD-2,Jh: jdm,19,5.5,,
7/1/2015,MDI4,MD-2,Jh: jdm,20,9,,
7/6/2015,LGI1,LG-2,Sf: jdm,1,23,Note mineral flooding event between cm 15 & 19,Soil_LGI1_Stake1.JPG
7/6/2015,LGI1,LG-2,Sf: jdm,2,20,2cm compaction,Soil_LGI1_Stake2.JPG
7/6/2015,LGI1,LG-2,Sf: jdm,3,13,,Soil_LGI1_Stake3.JPG
7/6/2015,LGI1,LG-2,Sf: jdm,4,2,,
7/6/2015,LGI1,LG-2,Sf: jdm,5,36,Mineral just barely visible at the bottom of this core.,Soil_LGI1_Stake5.JPG
7/6/2015,LGI1,LG-2,Sf: jdm,6,28,,
7/6/2015,LGI1,LG-2,Sf: jdm,7,18.5,,Soil_LGI1_Stake7.JPG
7/6/2015,LGI1,LG-2,Sf: jdm,8,30,,Soil_LGI1_Stake8.JPG
7/6/2015,LGI1,LG-2,Sf: jdm,6,31,Active layer depth of 52cm on day of visit: 7/6/15.  Will bw thawed enough by Sept. For sampling?,
7/6/2015,LGI1,LG-2,Sf: jdm,9,27,,
7/6/2015,LGI1,LG-2,Sf: jdm,10,30,Hole filling with water.,
7/6/2015,LGI1,LG-2,Sf: jdm,11,23,,
7/6/2015,LGI1,LG-2,Sf: jdm,12,34,,
7/6/2015,LGI1,LG-2,Sf: jdm,13,19,Organic layer embedded in mineral between 27.5 & 29cm.,Soil_LGI1_Stake13.JPG
7/6/2015,LGI1,LG-2,Sf: jdm,14,16,,Soil_LGI1_Stake14.JPG
7/6/2015,LGI1,LG-2,Sf: jdm,15,31,Didn't hit mineral.,Soil_LGI1_Stake15.JPG
7/6/2015,LGI1,LG-2,Sf: jdm,16,26,,Soil_LGI1_Stake16.JPG
7/6/2015,LGI1,LG-2,Sf: jdm,17,16,Couldn't reach mineral under mossy ground cover at this plot. Active layer at about 30cm. ,
7/6/2015,LGI1,LG-2,Sf: jdm,18,25,End of core was end of active layer.,Soil_LGI1_Stake18.JPG
7/6/2015,LGI1,LG-2,Sf: jdm,19,30,Core reached active layer. Did not capture true mineral: but slight transition from organic to mineral.,
7/6/2015,LGI1,LG-2,Sf: jdm,20,14,Standing water.  Took sample far from stake because everything waterlogged.,Soil_LGI1_Stake20.JPG
7/3/2015,DCY16,DC52,SF: JM,1,2,,
7/3/2015,DCY16,DC52,SF: JM,2,2.5,,
7/3/2015,DCY16,DC52,SF: JM,3,2.5,,Soil_DCY16_Stake3.JPG
7/3/2015,DCY16,DC52,SF: JM,4,2,,
7/3/2015,DCY16,DC52,SF: JM,5,2,,
7/3/2015,DCY16,DC52,SF: JM,6,2,,
7/3/2015,DCY16,DC52,SF: JM,7,1,,
7/3/2015,DCY16,DC52,SF: JM,8,2.5,,
7/3/2015,DCY16,DC52,SF: JM,9,2,,
7/3/2015,DCY16,DC52,SF: JM,10,3,Lost volume in bottom 2 cm: but interesting line in mineral: so we kept it.,
7/3/2015,DCY16,DC52,SF: JM,11,1.5,Varied horizon?,
7/3/2015,DCY16,DC52,SF: JM,12,4,,
7/3/2015,DCY16,DC52,SF: JM,13,2,,
7/3/2015,DCY16,DC52,SF: JM,14,2.5,,
7/3/2015,DCY16,DC52,SF: JM,15,1.5,,
7/3/2015,DCY16,DC52,SF: JM,16,1,,
7/3/2015,DCY16,DC52,SF: JM,17,3.5,,
7/3/2015,DCY16,DC52,SF: JM,18,2.5,,
7/3/2015,DCY16,DC52,SF: JM,19,2.5,Mineral over ash,
7/3/2015,DCY16,DC52,SF: JM,20,4,Unusual streaking of organic into mineral. From drill?,
7/3/2015,DCY3,DC53,Sf: jdm,1,3,,Soil_DCY3_Stake1.JPG
7/3/2015,DCY3,DC53,Sf: jdm,2,3,Slow transition to mineral: organic might be deeper than 3. ,
7/3/2015,DCY3,DC53,Sf: jdm,3,3.5,,
7/3/2015,DCY3,DC53,Sf: jdm,4,1,,
7/3/2015,DCY3,DC53,Sf: jdm,5,1.5,,
7/3/2015,DCY3,DC53,Sf: jdm,6,3,Charcoal layers at bottom of core?,
7/3/2015,DCY3,DC53,Sf: jdm,7,3.5,,
7/3/2015,DCY3,DC53,Sf: jdm,8,1.5,,
7/3/2015,DCY3,DC53,Sf: jdm,9,3.5,,
7/3/2015,DCY3,DC53,Sf: jdm,10,6,,
7/3/2015,DCY3,DC53,Sf: jdm,11,4.5,,
7/3/2015,DCY3,DC53,Sf: jdm,12,2.5,,
7/3/2015,DCY3,DC53,Sf: jdm,13,1,,
7/3/2015,DCY3,DC53,Sf: jdm,14,4,,
7/3/2015,DCY3,DC53,Sf: jdm,15,2.5,Confusing charcoal chunks. See photo.,Soil_DCY3_Stake15.JPG
7/3/2015,DCY3,DC53,Sf: jdm,16,2.5,,
7/3/2015,DCY3,DC53,Sf: jdm,17,3,,
7/3/2015,DCY3,DC53,Sf: jdm,18,7,,
7/3/2015,DCY3,DC53,Sf: jdm,19,3,Difficult to find organic transition: could be deeper than recorded. See photo,Soil_DCY3_Stake19.JPG
7/3/2015,DCY3,DC53,Sf: jdm,20,2.5,,
7/3/2015,DCY5,DC46,SF: JM,1,1.5,Was surprised with the spatial variability in the appearance of these samples. Site is very uniform above ground: but grain size and color changed without any indication of different substrate above. ,
7/3/2015,DCY5,DC46,SF: JM,2,1,,
7/3/2015,DCY5,DC46,SF: JM,3,2,,
7/3/2015,DCY5,DC46,SF: JM,4,0.5,Rocks visable on surface. Very dry: coarse sand. Difficult to sample and preserve volume,Soil_DCY5_Stake4.JPG
7/3/2015,DCY5,DC46,SF: JM,5,2,,
7/3/2015,DCY5,DC46,SF: JM,6,4,,
7/3/2015,DCY5,DC46,SF: JM,7,0.5,Not sure how to classify organic. Ash layer is 5.5: but small rocks scattered thoughout entire core: including top 5.5cm. Were not able to check core length vs. hole depth to to dry crumbly substrate,
7/3/2015,DCY5,DC46,SF: JM,8,1.5,,Soil_DCY5_Stake8.JPG
7/3/2015,DCY5,DC46,SF: JM,9,2,,Soil_DCY5_Stake9.JPG
7/3/2015,DCY5,DC46,SF: JM,10,1,,
7/3/2015,DCY5,DC46,SF: JM,11,4,Distinct org to ash transition at 1cm: then ash ends at 4cm. Calling entire ash layer organic.,
7/3/2015,DCY5,DC46,SF: JM,12,1.5,,
7/3/2015,DCY5,DC46,SF: JM,13,1.5,Very different color mineral from other samples. See photo,Soil_DCY5_Stake13.JPG
7/3/2015,DCY5,DC46,SF: JM,14,1.5,,
7/3/2015,DCY5,DC46,SF: JM,15,1.5,Some needle litter: maybe org only 1.,
7/3/2015,DCY5,DC46,SF: JM,16,1,Very different again. See photo. Small rocks scattered throughout: even on surface.,Soil_DCY5_Stake16.JPG
7/3/2015,DCY5,DC46,SF: JM,17,1,,
7/3/2015,DCY5,DC46,SF: JM,18,1.5,,
7/3/2015,DCY5,DC46,SF: JM,19,1,See photo,Soil_DCY5_Stake19.JPG
7/3/2015,DCY5,DC46,SF: JM,20,1.5,Ash layer does go deeper: but many small rocks within. ,
7/3/2015,DCY15,DC48,Sf: jdm,1,1.5,Had difficulties collecting samples on this site due to dry crumbly soils. Often upper portion of core would spin with sampler: independent of bottom of core: producing expansion/fluffing. ,
7/3/2015,DCY15,DC48,Sf: jdm,2,1,Surface rocks,
7/3/2015,DCY15,DC48,Sf: jdm,3,1,,
7/3/2015,DCY15,DC48,Sf: jdm,4,1.5,,
7/3/2015,DCY15,DC48,Sf: jdm,5,0,,
7/3/2015,DCY15,DC48,Sf: jdm,6,1.5,,
7/3/2015,DCY15,DC48,Sf: jdm,7,1.5,,
7/3/2015,DCY15,DC48,Sf: jdm,8,1,,
7/3/2015,DCY15,DC48,Sf: jdm,9,1.5,,
7/3/2015,DCY15,DC48,Sf: jdm,10,1.5,,
7/3/2015,DCY15,DC48,Sf: jdm,11,2.5,,
7/3/2015,DCY15,DC48,Sf: jdm,12,1,,
7/3/2015,DCY15,DC48,Sf: jdm,13,1,Ground squirrel den nearby?,
7/3/2015,DCY15,DC48,Sf: jdm,14,1.5,,
7/3/2015,DCY15,DC48,Sf: jdm,15,1,2cm expansion,
7/3/2015,DCY15,DC48,Sf: jdm,16,1.5,,
7/3/2015,DCY15,DC48,Sf: jdm,17,1.5,,
7/3/2015,DCY15,DC48,Sf: jdm,18,1,,
7/3/2015,DCY15,DC48,Sf: jdm,19,2,2cm expansion: but 1cm loss off bottom,
7/3/2015,DCY15,DC48,Sf: jdm,20,0.5,,
7/3/2015,DCY2,DC36,SF: JM,1,4.5,This site might be worth sipre coring. Evidence of flooding: buried horizons and soils that were very prone to compaction. Soil was moist and bseemed to have areas of air pockets. Very different form spot to spot depending on micro topography/water pooling. ,
7/3/2015,DCY2,DC36,SF: JM,2,14,,
7/3/2015,DCY2,DC36,SF: JM,3,15,,
7/3/2015,DCY2,DC36,SF: JM,4,4,,
