,Site,Transect,Plot,FuelType,FuelLoad.kg.m2
515,BDM1,B,2,DeciduousLeaf,0
516,BDM1,B,3,DeciduousLeaf,0.002925
517,BFY10,A,1,DeciduousLeaf,0
518,BFY10,A,2,DeciduousLeaf,0
519,BFY10,A,3,DeciduousLeaf,0
520,BFY10,B,1,DeciduousLeaf,0
521,BFY10,B,2,DeciduousLeaf,0
522,BFY10,B,3,DeciduousLeaf,0
523,BFY7,A,1,DeciduousLeaf,0.0577125
524,BFY7,A,2,DeciduousLeaf,0.52675
525,BFY7,A,3,DeciduousLeaf,1.063
526,BFY7,B,1,DeciduousLeaf,0.1882275
527,BFY7,B,2,DeciduousLeaf,0
528,BFY7,B,3,DeciduousLeaf,0.1844125
529,BFY8,A,1,DeciduousLeaf,0
530,BFY8,A,2,DeciduousLeaf,0.00325
531,BFY8,A,3,DeciduousLeaf,0
532,BFY8,B,1,DeciduousLeaf,0
533,BFY8,B,2,DeciduousLeaf,0
534,BFY8,B,3,DeciduousLeaf,0
535,BFY9,A,1,DeciduousLeaf,0.1675
536,BFY9,A,2,DeciduousLeaf,0.000225
537,BFY9,A,3,DeciduousLeaf,0.02075
538,BFY9,B,1,DeciduousLeaf,0.0251975
539,BFY9,B,2,DeciduousLeaf,0
540,BFY9,B,3,DeciduousLeaf,0
541,DCY14,A,1,DeciduousLeaf,0.01936
542,DCY14,A,2,DeciduousLeaf,0.02025
543,DCY14,A,3,DeciduousLeaf,0
544,DCY14,B,1,DeciduousLeaf,0.007305
545,DCY14,B,2,DeciduousLeaf,0.095326667
546,DCY14,B,3,DeciduousLeaf,0
547,DCY2,A,1,DeciduousLeaf,0.09
548,DCY2,A,2,DeciduousLeaf,0.18775
549,DCY2,A,3,DeciduousLeaf,0.2905
550,DCY2,B,1,DeciduousLeaf,0
551,DCY2,B,2,DeciduousLeaf,0
552,DCY2,B,3,DeciduousLeaf,0
553,DCY3,A,1,DeciduousLeaf,0
554,DCY3,A,2,DeciduousLeaf,0
555,DCY3,A,3,DeciduousLeaf,0
556,DCY3,B,1,DeciduousLeaf,0
557,DCY3,B,2,DeciduousLeaf,0
558,DCY3,B,3,DeciduousLeaf,0
559,DCY4,A,1,DeciduousLeaf,0.50325
560,DCY4,A,2,DeciduousLeaf,0
561,DCY4,A,3,DeciduousLeaf,0
562,DCY4,B,1,DeciduousLeaf,0
563,DCY4,B,2,DeciduousLeaf,0.2865
564,DCY4,B,3,DeciduousLeaf,0.419765
565,DCY9,A,1,DeciduousLeaf,0
566,DCY9,A,2,DeciduousLeaf,0
567,DCY9,A,3,DeciduousLeaf,0
568,DCY9,B,1,DeciduousLeaf,0
569,DCY9,B,2,DeciduousLeaf,0
570,DCY9,B,3,DeciduousLeaf,0
571,DDM2,A,1,DeciduousLeaf,0
572,DDM2,A,2,DeciduousLeaf,0
573,DDM2,A,3,DeciduousLeaf,0
574,DDM2,B,3,DeciduousLeaf,0
575,DDM2,B,2,DeciduousLeaf,0
576,DDM2,B,1,DeciduousLeaf,0
577,GRI1,A,1,DeciduousLeaf,0.1022475
578,GRI1,A,2,DeciduousLeaf,0
579,GRI1,A,3,DeciduousLeaf,0
580,GRI1,B,1,DeciduousLeaf,0.0325775
581,GRI1,B,2,DeciduousLeaf,0
582,GRI1,B,3,DeciduousLeaf,0
583,GRM3,A,1,DeciduousLeaf,0
584,GRM3,A,2,DeciduousLeaf,0.138845
585,GRM3,A,3,DeciduousLeaf,0
586,GRM3,B,1,DeciduousLeaf,0.0715725
587,GRM3,B,2,DeciduousLeaf,0.1188275
588,GRM3,B,3,DeciduousLeaf,0.07471
589,GRM4,A,1,DeciduousLeaf,0.00374
590,GRM4,A,2,DeciduousLeaf,0
591,GRM4,A,3,DeciduousLeaf,0.0269225
592,GRM4,B,1,DeciduousLeaf,0.0136375
593,GRM4,B,2,DeciduousLeaf,0
594,GRM4,B,3,DeciduousLeaf,0.01947
595,GSI1,A,1,DeciduousLeaf,0.0215
596,GSI1,A,2,DeciduousLeaf,0.05825
597,GSI1,A,3,DeciduousLeaf,0
598,GSI1,B,1,DeciduousLeaf,0
599,GSI1,B,2,DeciduousLeaf,0.0085
600,GSI1,B,3,DeciduousLeaf,0
601,GSI2,A,1,DeciduousLeaf,0
602,GSI2,A,2,DeciduousLeaf,0
603,GSI2,A,3,DeciduousLeaf,0.076995
604,GSI2,B,1,DeciduousLeaf,0.5027
605,GSI2,B,2,DeciduousLeaf,0
606,GSI2,B,3,DeciduousLeaf,0.08446
607,GSM1,A,1,DeciduousLeaf,0
608,GSM1,A,2,DeciduousLeaf,0
609,GSM1,A,3,DeciduousLeaf,0
610,GSM1,B,1,DeciduousLeaf,0
611,GSM1,B,2,DeciduousLeaf,0.09586
612,GSM1,B,3,DeciduousLeaf,0
613,GSM3,A,1,DeciduousLeaf,0
614,GSM3,A,2,DeciduousLeaf,0
615,GSM3,A,3,DeciduousLeaf,0
616,GSM3,B,1,DeciduousLeaf,0
617,GSM3,B,2,DeciduousLeaf,0
618,GSM3,B,3,DeciduousLeaf,0
619,GSM4,A,1,DeciduousLeaf,0
620,GSM4,A,2,DeciduousLeaf,0.1048275
621,GSM4,A,3,DeciduousLeaf,0
622,GSM4,B,1,DeciduousLeaf,0
623,GSM4,B,2,DeciduousLeaf,0
624,GSM4,B,3,DeciduousLeaf,0.0907675
625,GSM5,A,1,DeciduousLeaf,0
626,GSM5,A,2,DeciduousLeaf,0
627,GSM5,A,3,DeciduousLeaf,0
628,GSM5,B,1,DeciduousLeaf,0
629,GSM5,B,2,DeciduousLeaf,0
630,GSM5,B,3,DeciduousLeaf,0
631,LGI2,A,1,DeciduousLeaf,0
632,LGI2,A,2,DeciduousLeaf,0
633,LGI2,A,3,DeciduousLeaf,0
634,LGI2,B,1,DeciduousLeaf,0
635,LGI2,B,2,DeciduousLeaf,0
636,LGI2,B,3,DeciduousLeaf,0
637,MDI4,A,1,DeciduousLeaf,0
638,MDI4,A,2,DeciduousLeaf,0
639,MDI4,A,3,DeciduousLeaf,0
640,MDI4,B,1,DeciduousLeaf,0
641,MDI4,B,2,DeciduousLeaf,0
642,MDI4,B,3,DeciduousLeaf,0
643,MDI5,A,1,DeciduousLeaf,0.073425
644,MDI5,A,2,DeciduousLeaf,0
645,MDI5,A,3,DeciduousLeaf,0
646,MDI5,B,1,DeciduousLeaf,0
647,MDI5,B,2,DeciduousLeaf,0
648,MDI5,B,3,DeciduousLeaf,0
649,MDM1,A,1,DeciduousLeaf,0
650,MDM1,A,2,DeciduousLeaf,0
651,MDM1,A,3,DeciduousLeaf,0.002975
652,MDM1,B,1,DeciduousLeaf,0
653,MDM1,B,2,DeciduousLeaf,0
654,MDM1,B,3,DeciduousLeaf,0
655,UP4D,A,1,DeciduousLeaf,0.0581075
656,UP4D,A,2,DeciduousLeaf,0.86662
657,UP4D,A,3,DeciduousLeaf,0.09459
658,UP4D,B,1,DeciduousLeaf,0.04275
659,UP4D,B,2,DeciduousLeaf,0
660,UP4D,B,3,DeciduousLeaf,0.1635
661,WCM2,A,1,DeciduousLeaf,0
662,WCM2,A,2,DeciduousLeaf,0
663,WCM2,A,3,DeciduousLeaf,0
664,WCM2,B,1,DeciduousLeaf,0
665,WCM2,B,2,DeciduousLeaf,0
666,WCM2,B,3,DeciduousLeaf,0
667,WCM3,A,1,DeciduousLeaf,0.1193625
668,WCM3,A,2,DeciduousLeaf,0.033005
669,WCM3,A,3,DeciduousLeaf,0.00597
670,WCM3,B,1,DeciduousLeaf,0
671,WCM3,B,2,DeciduousLeaf,0
672,WCM3,B,3,DeciduousLeaf,0
673,BCEFM2,A,1,Graminoid,0.051
674,BCEFM2,A,2,Graminoid,0.052
675,BCEFM2,A,3,Graminoid,0.045
676,BCEFM2,B,1,Graminoid,0.011
677,BCEFM2,B,2,Graminoid,0.0535
678,BCEFM2,B,3,Graminoid,0
679,BDM1,A,1,Graminoid,0.0025
680,BDM1,A,2,Graminoid,0.05675
681,BDM1,A,3,Graminoid,0
682,BDM1,B,1,Graminoid,0
683,BDM1,B,2,Graminoid,0.059
684,BDM1,B,3,Graminoid,0
685,BFY10,A,1,Graminoid,0.01225
686,BFY10,A,2,Graminoid,0.0855
687,BFY10,A,3,Graminoid,0.011
688,BFY10,B,1,Graminoid,0.00575
689,BFY10,B,2,Graminoid,0.00525
690,BFY10,B,3,Graminoid,0
691,BFY7,A,1,Graminoid,0
692,BFY7,A,2,Graminoid,0
693,BFY7,A,3,Graminoid,0.069
694,BFY7,B,1,Graminoid,0.025
695,BFY7,B,2,Graminoid,0.00275
696,BFY7,B,3,Graminoid,0.00325
697,BFY8,A,1,Graminoid,0.1955
698,BFY8,A,2,Graminoid,0.16975
699,BFY8,A,3,Graminoid,0.24925
700,BFY8,B,1,Graminoid,0.05425
701,BFY8,B,2,Graminoid,0.15025
702,BFY8,B,3,Graminoid,0.00375
703,BFY9,A,1,Graminoid,0
704,BFY9,A,2,Graminoid,0.02625
705,BFY9,A,3,Graminoid,0
706,BFY9,B,1,Graminoid,0.0255
707,BFY9,B,2,Graminoid,0
708,BFY9,B,3,Graminoid,0
709,DCY14,A,1,Graminoid,0.15875
710,DCY14,A,2,Graminoid,0.0615
711,DCY14,A,3,Graminoid,0.0385
712,DCY14,B,1,Graminoid,0.006
713,DCY14,B,2,Graminoid,0.0686
714,DCY14,B,3,Graminoid,0.07825
715,DCY2,A,1,Graminoid,0.046
716,DCY2,A,2,Graminoid,0
717,DCY2,A,3,Graminoid,0.02425
718,DCY2,B,1,Graminoid,0
719,DCY2,B,2,Graminoid,0
720,DCY2,B,3,Graminoid,0.0069725
721,DCY3,A,1,Graminoid,0
722,DCY3,A,2,Graminoid,0
723,DCY3,A,3,Graminoid,0.02275
724,DCY3,B,1,Graminoid,0.00175
725,DCY3,B,2,Graminoid,0.00275
726,DCY3,B,3,Graminoid,0
727,DCY4,A,1,Graminoid,0.07825
728,DCY4,A,2,Graminoid,0.05475
729,DCY4,A,3,Graminoid,0
730,DCY4,B,1,Graminoid,0.06475
731,DCY4,B,2,Graminoid,0.01925
732,DCY4,B,3,Graminoid,0.0925
733,DCY9,A,1,Graminoid,0
734,DCY9,A,2,Graminoid,0
735,DCY9,A,3,Graminoid,0
736,DCY9,B,1,Graminoid,0.137125
737,DCY9,B,2,Graminoid,0.137125
738,DCY9,B,3,Graminoid,0
739,DDM2,A,1,Graminoid,0
740,DDM2,A,2,Graminoid,0.00675
741,DDM2,A,3,Graminoid,0
742,DDM2,B,3,Graminoid,0
743,DDM2,B,2,Graminoid,0
744,DDM2,B,1,Graminoid,0
745,GRI1,A,1,Graminoid,0
746,GRI1,A,2,Graminoid,0
747,GRI1,A,3,Graminoid,0
748,GRI1,B,1,Graminoid,0.00125
749,GRI1,B,2,Graminoid,0.0055
750,GRI1,B,3,Graminoid,0
751,GRM3,A,1,Graminoid,0.034
752,GRM3,A,2,Graminoid,0
753,GRM3,A,3,Graminoid,0
754,GRM3,B,1,Graminoid,0.00125
755,GRM3,B,2,Graminoid,0
756,GRM3,B,3,Graminoid,0.002
757,GRM4,A,1,Graminoid,0
758,GRM4,A,2,Graminoid,0.0045
759,GRM4,A,3,Graminoid,0
760,GRM4,B,1,Graminoid,0.05475
761,GRM4,B,2,Graminoid,0.007
762,GRM4,B,3,Graminoid,0
763,GSI1,A,1,Graminoid,0.00475
764,GSI1,A,2,Graminoid,0.09325
765,GSI1,A,3,Graminoid,0
766,GSI1,B,1,Graminoid,0.09675
767,GSI1,B,2,Graminoid,0
768,GSI1,B,3,Graminoid,0.024
769,GSI2,A,1,Graminoid,0.443
770,GSI2,A,2,Graminoid,0
771,GSI2,A,3,Graminoid,0.01875
772,GSI2,B,1,Graminoid,0.06675
773,GSI2,B,2,Graminoid,0.0085
774,GSI2,B,3,Graminoid,0.089
775,GSM1,A,1,Graminoid,0.002
776,GSM1,A,2,Graminoid,0.00875
777,GSM1,A,3,Graminoid,0.05725
778,GSM1,B,1,Graminoid,0.064
779,GSM1,B,2,Graminoid,0.0035
780,GSM1,B,3,Graminoid,0
781,GSM3,A,1,Graminoid,0.0395
782,GSM3,A,2,Graminoid,0.0245
783,GSM3,A,3,Graminoid,0.0135
784,GSM3,B,1,Graminoid,0.0039775
785,GSM3,B,2,Graminoid,0
786,GSM3,B,3,Graminoid,0.0255
787,GSM4,A,1,Graminoid,0
788,GSM4,A,2,Graminoid,0
789,GSM4,A,3,Graminoid,0
790,GSM4,B,1,Graminoid,0
791,GSM4,B,2,Graminoid,0
792,GSM4,B,3,Graminoid,0
793,GSM5,A,1,Graminoid,0
794,GSM5,A,2,Graminoid,0.00675
795,GSM5,A,3,Graminoid,0.0145
796,GSM5,B,1,Graminoid,0
797,GSM5,B,2,Graminoid,0.1145
798,GSM5,B,3,Graminoid,0
799,LGI2,A,1,Graminoid,0
800,LGI2,A,2,Graminoid,0
801,LGI2,A,3,Graminoid,0
802,LGI2,B,1,Graminoid,0
803,LGI2,B,2,Graminoid,0
804,LGI2,B,3,Graminoid,0
805,MDI4,A,1,Graminoid,0
806,MDI4,A,2,Graminoid,0
807,MDI4,A,3,Graminoid,0
808,MDI4,B,1,Graminoid,0
809,MDI4,B,2,Graminoid,0
810,MDI4,B,3,Graminoid,0
811,MDI5,A,1,Graminoid,0
812,MDI5,A,2,Graminoid,0.002
813,MDI5,A,3,Graminoid,0.0095
814,MDI5,B,1,Graminoid,0.011605
815,MDI5,B,2,Graminoid,0
816,MDI5,B,3,Graminoid,0
817,MDM1,A,1,Graminoid,0
818,MDM1,A,2,Graminoid,0.0043375
819,MDM1,A,3,Graminoid,0.0043725
820,MDM1,B,1,Graminoid,0.023465
821,MDM1,B,2,Graminoid,0
822,MDM1,B,3,Graminoid,0.03375
823,UP4D,A,1,Graminoid,0
824,UP4D,A,2,Graminoid,0.10825
825,UP4D,A,3,Graminoid,0
826,UP4D,B,1,Graminoid,0
827,UP4D,B,2,Graminoid,0
828,UP4D,B,3,Graminoid,0
829,WCM2,A,1,Graminoid,0.00525
830,WCM2,A,2,Graminoid,0
831,WCM2,A,3,Graminoid,0.00375
832,WCM2,B,1,Graminoid,0
833,WCM2,B,2,Graminoid,0.01525
834,WCM2,B,3,Graminoid,0.05625
835,WCM3,A,1,Graminoid,0.01475
836,WCM3,A,2,Graminoid,0
837,WCM3,A,3,Graminoid,0.045
838,WCM3,B,1,Graminoid,0
839,WCM3,B,2,Graminoid,0.0535
840,WCM3,B,3,Graminoid,0
841,BCEFM2,A,1,Forb,0.006
842,BCEFM2,A,2,Forb,0
843,BCEFM2,A,3,Forb,0.013
844,BCEFM2,B,1,Forb,0.00825
845,BCEFM2,B,2,Forb,0.01775
846,BCEFM2,B,3,Forb,0.068
847,BDM1,A,1,Forb,0
848,BDM1,A,2,Forb,0.00401
849,BDM1,A,3,Forb,0.05075
850,BDM1,B,1,Forb,0.0095
851,BDM1,B,2,Forb,0.0155
852,BDM1,B,3,Forb,0.00825
853,BFY10,A,1,Forb,0
854,BFY10,A,2,Forb,0
855,BFY10,A,3,Forb,0
856,BFY10,B,1,Forb,0
857,BFY10,B,2,Forb,0
858,BFY10,B,3,Forb,0
859,BFY7,A,1,Forb,0.0195
860,BFY7,A,2,Forb,0.066
861,BFY7,A,3,Forb,0.04775
862,BFY7,B,1,Forb,0.006
863,BFY7,B,2,Forb,0.091
864,BFY7,B,3,Forb,0.09325
865,BFY8,A,1,Forb,0.1065
866,BFY8,A,2,Forb,0.08225
867,BFY8,A,3,Forb,0.00725
868,BFY8,B,1,Forb,0.04465
869,BFY8,B,2,Forb,0.01025
870,BFY8,B,3,Forb,0.017
871,BFY9,A,1,Forb,0.00675
872,BFY9,A,2,Forb,0
873,BFY9,A,3,Forb,0.0055
874,BFY9,B,1,Forb,0.0045
875,BFY9,B,2,Forb,0.0045
876,BFY9,B,3,Forb,0.00975
877,DCY14,A,1,Forb,0.0119675
878,DCY14,A,2,Forb,0.0015
879,DCY14,A,3,Forb,0.01579
880,DCY14,B,1,Forb,0.0097525
881,DCY14,B,2,Forb,0.0097525
882,DCY14,B,3,Forb,0
883,DCY2,A,1,Forb,0.01975
884,DCY2,A,2,Forb,0.055
885,DCY2,A,3,Forb,0
886,DCY2,B,1,Forb,0.0405
887,DCY2,B,2,Forb,0.044875
888,DCY2,B,3,Forb,0.06425
889,DCY3,A,1,Forb,0.01025
890,DCY3,A,2,Forb,0.0145
891,DCY3,A,3,Forb,0.0381875
892,DCY3,B,1,Forb,0.02
893,DCY3,B,2,Forb,0.108
894,DCY3,B,3,Forb,0
895,DCY4,A,1,Forb,0
896,DCY4,A,2,Forb,0
897,DCY4,A,3,Forb,0.00655
898,DCY4,B,1,Forb,0.005
899,DCY4,B,2,Forb,0.003
900,DCY4,B,3,Forb,0.09525
901,DCY9,A,1,Forb,0.037
902,DCY9,A,2,Forb,0.0825
903,DCY9,A,3,Forb,0.026
904,DCY9,B,1,Forb,0.0575
905,DCY9,B,2,Forb,0.0495
906,DCY9,B,3,Forb,0.10825
907,DDM2,A,1,Forb,0
908,DDM2,A,2,Forb,0
909,DDM2,A,3,Forb,0
910,DDM2,B,3,Forb,0
911,DDM2,B,2,Forb,0
912,DDM2,B,1,Forb,0.0145
913,GRI1,A,1,Forb,0
914,GRI1,A,2,Forb,0
915,GRI1,A,3,Forb,0
916,GRI1,B,1,Forb,0
917,GRI1,B,2,Forb,0
918,GRI1,B,3,Forb,0
919,GRM3,A,1,Forb,0.01725
920,GRM3,A,2,Forb,0.01525
921,GRM3,A,3,Forb,0
922,GRM3,B,1,Forb,0.047
923,GRM3,B,2,Forb,0.03025
924,GRM3,B,3,Forb,0.01025
925,GRM4,A,1,Forb,0.01075
926,GRM4,A,2,Forb,0.0075
927,GRM4,A,3,Forb,0.03025
928,GRM4,B,1,Forb,0.01075
929,GRM4,B,2,Forb,0.006
930,GRM4,B,3,Forb,0.00675
931,GSI1,A,1,Forb,0.00975
932,GSI1,A,2,Forb,0.0105
933,GSI1,A,3,Forb,0.0205
934,GSI1,B,1,Forb,0.01775
935,GSI1,B,2,Forb,0.0235
936,GSI1,B,3,Forb,0.00275
937,GSI2,A,1,Forb,0.05275
938,GSI2,A,2,Forb,0
939,GSI2,A,3,Forb,0
940,GSI2,B,1,Forb,0.02275
941,GSI2,B,2,Forb,0.007
942,GSI2,B,3,Forb,0.0275
943,GSM1,A,1,Forb,0.0085
944,GSM1,A,2,Forb,0.01825
945,GSM1,A,3,Forb,0
946,GSM1,B,1,Forb,0.00625
947,GSM1,B,2,Forb,0.0115
948,GSM1,B,3,Forb,0.02475
949,GSM3,A,1,Forb,0
950,GSM3,A,2,Forb,0
951,GSM3,A,3,Forb,0.0010925
952,GSM3,B,1,Forb,0.001205
953,GSM3,B,2,Forb,0.0004125
954,GSM3,B,3,Forb,0.000903333
955,GSM4,A,1,Forb,0
956,GSM4,A,2,Forb,0.00029
957,GSM4,A,3,Forb,0.068
958,GSM4,B,1,Forb,0
959,GSM4,B,2,Forb,0
960,GSM4,B,3,Forb,0.00175
961,GSM5,A,1,Forb,0.0015
962,GSM5,A,2,Forb,0
963,GSM5,A,3,Forb,0.01275
964,GSM5,B,1,Forb,0.0145
965,GSM5,B,2,Forb,0
966,GSM5,B,3,Forb,0.00825
967,LGI2,A,1,Forb,0.00225
968,LGI2,A,2,Forb,0.005375
969,LGI2,A,3,Forb,0
970,LGI2,B,1,Forb,0.0035
971,LGI2,B,2,Forb,0.00537
972,LGI2,B,3,Forb,0.00412375
973,MDI4,A,1,Forb,0.001
974,MDI4,A,2,Forb,0
975,MDI4,A,3,Forb,0
976,MDI4,B,1,Forb,0
977,MDI4,B,2,Forb,0.00125
978,MDI4,B,3,Forb,0
979,MDI5,A,1,Forb,0.02575
980,MDI5,A,2,Forb,0.01175
981,MDI5,A,3,Forb,0.08575
982,MDI5,B,1,Forb,0.037
983,MDI5,B,2,Forb,0.01975
984,MDI5,B,3,Forb,0.014
985,MDM1,A,1,Forb,0.0025
986,MDM1,A,2,Forb,0.00459
987,MDM1,A,3,Forb,0
988,MDM1,B,1,Forb,0
989,MDM1,B,2,Forb,0
990,MDM1,B,3,Forb,0.018025
991,UP4D,A,1,Forb,0
992,UP4D,A,2,Forb,0
993,UP4D,A,3,Forb,0.00575
994,UP4D,B,1,Forb,0.01025
995,UP4D,B,2,Forb,0.0025
996,UP4D,B,3,Forb,0
997,WCM2,A,1,Forb,0.0125
998,WCM2,A,2,Forb,0.00175
999,WCM2,A,3,Forb,0.012125
1000,WCM2,B,1,Forb,0.016
1001,WCM2,B,2,Forb,0
1002,WCM2,B,3,Forb,0.01825
1003,WCM3,A,1,Forb,0.0315
1004,WCM3,A,2,Forb,0.0345
1005,WCM3,A,3,Forb,0.0285
1006,WCM3,B,1,Forb,0.03
1007,WCM3,B,2,Forb,0.01125
1008,WCM3,B,3,Forb,0.02715
1009,BCEFM2,NA,NA,Seedling,0.321786289
1010,BDM1,NA,NA,Seedling,0.185230578
1011,BFY10,NA,NA,Seedling,0.014696788
1012,BFY7,NA,NA,Seedling,0.059132428
1013,BFY8,NA,NA,Seedling,0.000990363
1014,BFY9,NA,NA,Seedling,0.004955509
1015,DCY14,NA,NA,Seedling,0.020616273
1016,DCY2,NA,NA,Seedling,0.023588755
1017,DCY3,NA,NA,Seedling,0.265091598
1018,DCY4,NA,NA,Seedling,0.028327929
1019,DCY9,NA,NA,Seedling,0.189713965
1020,DDM2,NA,NA,Seedling,0.116329192
1021,GRI1,NA,NA,Seedling,0.107512561
1022,GRM3,NA,NA,Seedling,0.275345749
1023,GRM4,NA,NA,Seedling,0.40907905
1024,GSI1,NA,NA,Seedling,0.376859445
1025,GSI2,NA,NA,Seedling,0.148010431
1026,GSM1,NA,NA,Seedling,0.193911283
1027,GSM3,NA,NA,Seedling,0.267913309
1028,GSM4,NA,NA,Seedling,0.110084709
1029,GSM5,NA,NA,Seedling,0.340272027
1030,LGI2,NA,NA,Seedling,0.036707282
1031,MDI4,NA,NA,Seedling,0.592205902
1032,MDI5,NA,NA,Seedling,0.352355441
1033,MDM1,NA,NA,Seedling,0.920957812
1034,UP4D,NA,NA,Seedling,0.172205057
1035,WCM2,NA,NA,Seedling,0.187266784
1036,WCM3,NA,NA,Seedling,0.282434138
1037,BCEFM2,NA,NA,TallDeciduousShrub,0
1038,BDM1,NA,NA,TallDeciduousShrub,0.000128506
1039,BFY10,NA,NA,TallDeciduousShrub,0.004535951
1040,BFY7,NA,NA,TallDeciduousShrub,0.002364569
1041,BFY8,NA,NA,TallDeciduousShrub,0.056301743
1042,BFY9,NA,NA,TallDeciduousShrub,0.159787393
1043,DCY14,NA,NA,TallDeciduousShrub,0.012733069
1044,DCY2,NA,NA,TallDeciduousShrub,0.311527347
1045,DCY3,NA,NA,TallDeciduousShrub,0.030038619
1046,DCY4,NA,NA,TallDeciduousShrub,0.019452215
1047,DCY9,NA,NA,TallDeciduousShrub,0.071160815
1048,DDM2,NA,NA,TallDeciduousShrub,1.63E-05
1049,GRI1,NA,NA,TallDeciduousShrub,0.03150636
1050,GRM3,NA,NA,TallDeciduousShrub,0.000802237
1051,GRM4,NA,NA,TallDeciduousShrub,0.001018406
1052,GSI1,NA,NA,TallDeciduousShrub,0.251183437
1053,GSI2,NA,NA,TallDeciduousShrub,0.012133922
1054,GSM1,NA,NA,TallDeciduousShrub,0
1055,GSM3,NA,NA,TallDeciduousShrub,0.000253564
