,UniqueID,SITE,PLOT,TREE,SPECIES,First_Appearance,Dead_Year,Last_Appearance,Sampled_Years,Last_Status,Trend,Year,NOTES
441,UP2A4_2802,UP2A,4,2802,PICGLA,1990,2008,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,2008,Fix as missing
442,UP2A6_1105,UP2A,6,1105,BETNEO,1990,2000,2018,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),"2000, 2004",Fix as missing
443,UP2A6_1123,UP2A,6,1123,PICGLA,1990,2018,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,2018,Fix as missing
444,UP2A6_4666,UP2A,6,4666,BETNEO,1990,1993,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),"1993, 1997",Fix as missing
445,UP2A6_4668,UP2A,6,4668,PICGLA,1990,1997,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,"1997, 2000",Fix as missing
446,UP2B2_105,UP2B,2,105,PICGLA,1989,2004,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",persistent,Back to life,2004,Fix as missing
447,UP2B8_140,UP2B,8,140,BETNEO,1989,2004,2018,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",dead,Back to life (and death),2004,Fix as missing
448,UP2B8_185,UP2B,8,185,BETNEO,1997,2004,2018,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",dead,Back to life (and death),2004,Fix as missing
449,UP2B8_2925,UP2B,8,2925,PICGLA,1997,2004,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",persistent,Back to life,2004,Fix as missing
450,UP2B8_2926,UP2B,8,2926,PICGLA,1997,2004,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",persistent,Back to life,2004,Fix as missing
451,UP2C1_2813,UP2C,1,2813,PICGLA,1989,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",persistent,Back to life,1993,Fix as missing
452,UP2C11_576,UP2C,11,576,BETNEO,1989,1993,2018,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",persistent,Back to life,"1993, 1997",Fix as missing
453,UP2C12_2827,UP2C,12,2827,PICGLA,1989,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",persistent,Back to life,1993,Fix as missing
454,UP2C13_2828,UP2C,13,2828,PICGLA,1989,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",persistent,Back to life,1993,Fix as missing
455,UP2C14_2829,UP2C,14,2829,PICGLA,1989,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",persistent,Back to life,1993,Fix as missing
456,UP2C3_2815,UP2C,3,2815,PICGLA,1989,1997,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",persistent,Back to life,1997,Fix as missing
457,UP2C3_2817,UP2C,3,2817,PICGLA,1989,1997,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",persistent,Back to life,1997,Fix as missing
458,UP2C6_2819,UP2C,6,2819,PICGLA,1989,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",persistent,Back to life,1993,Fix as missing
459,UP2C6_2821,UP2C,6,2821,PICGLA,1989,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",persistent,Back to life,1993,Fix as missing
460,UP2C7_549,UP2C,7,549,PICGLA,1989,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",persistent,Back to life,1993,Fix as missing
461,UP2C9_2824,UP2C,9,2824,PICGLA,1989,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",persistent,Back to life,"1993, 1997",Fix as missing
462,UP3A11_254,UP3A,11,254,BETNEO,1990,1993,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
463,UP3A11_255,UP3A,11,255,BETNEO,1990,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
464,UP3A11_256,UP3A,11,256,BETNEO,1990,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
465,UP3A11_614,UP3A,11,614,BETNEO,1990,1993,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
466,UP3A11_615,UP3A,11,615,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
467,UP3A11_616,UP3A,11,616,BETNEO,1990,1993,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
468,UP3A11_618,UP3A,11,618,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
469,UP3A11_619,UP3A,11,619,BETNEO,1990,1993,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
470,UP3A11_621,UP3A,11,621,BETNEO,1990,1993,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
471,UP3A12_1603,UP3A,12,1603,PICGLA,1990,2000,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),2000,Fix as missing
472,UP3A12_257,UP3A,12,257,BETNEO,1990,1993,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
473,UP3A12_258,UP3A,12,258,BETNEO,1990,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
474,UP3A12_622,UP3A,12,622,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
475,UP3A12_624,UP3A,12,624,BETNEO,1990,1993,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
476,UP3A14_626,UP3A,14,626,POPTRE,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
477,UP3A14_627,UP3A,14,627,POPTRE,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
478,UP3A14_630,UP3A,14,630,POPTRE,1990,1993,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
479,UP3A14_631,UP3A,14,631,POPTRE,1990,1993,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
480,UP3A14_634,UP3A,14,634,POPTRE,1990,1993,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
481,UP3A14_635,UP3A,14,635,POPTRE,1990,1993,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
482,UP3A14_822,UP3A,14,822,POPTRE,1990,1993,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
483,UP3A2_602,UP3A,2,602,BETNEO,1990,1993,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
484,UP3A2_6546,UP3A,2,6546,BETNEO,1990,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
485,UP3A2_6547,UP3A,2,6547,BETNEO,1990,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
486,UP3A2_6548,UP3A,2,6548,BETNEO,1990,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
487,UP3A2_6549,UP3A,2,6549,BETNEO,1990,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
488,UP3A26_243,UP3A,26,243,BETNEO,1990,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,"1993, 2008",Fix as missing
489,UP3A26_244,UP3A,26,244,BETNEO,1990,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",missing,Back to life (and death),"1993, 2008",Fix as missing
490,UP3A29_245,UP3A,29,245,BETNEO,1990,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,"1993, 1997",Fix as missing
491,UP3A29_669,UP3A,29,669,BETNEO,1990,1993,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),"1993, 1997",Fix as missing
492,UP3A3_3698,UP3A,3,3698,BETNEO,1990,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
493,UP3A3_3699,UP3A,3,3699,BETNEO,1990,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
494,UP3A3_6539,UP3A,3,6539,BETNEO,1990,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
495,UP3A3_6540,UP3A,3,6540,BETNEO,1990,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
496,UP3A30_4085,UP3A,30,4085,PICGLA,1990,2000,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),2000,Fix as missing
497,UP3A31_774,UP3A,31,774,POPTRE,1990,1993,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
498,UP3A32_248,UP3A,32,248,BETNEO,1990,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
499,UP3A33_249,UP3A,33,249,BETNEO,1990,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
500,UP3A33_250,UP3A,33,250,BETNEO,1990,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,"1993, 2000",Fix as missing
501,UP3A33_798,UP3A,33,798,BETNEO,1990,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,"1993, 2008",Fix as missing
502,UP3A33_799,UP3A,33,799,BETNEO,1990,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,"1993, 2008",Fix as missing
503,UP3A33_802,UP3A,33,802,BETNEO,1990,1993,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
504,UP3A34_803,UP3A,34,803,BETNEO,1990,1993,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
505,UP3A34_804,UP3A,34,804,BETNEO,1990,1993,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
506,UP3A35_251,UP3A,35,251,BETNEO,1990,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
507,UP3A35_252,UP3A,35,252,BETNEO,1990,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
508,UP3A35_253,UP3A,35,253,BETNEO,1990,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
509,UP3A35_4513,UP3A,35,4513,PICGLA,1990,2000,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),2000,Fix as missing
510,UP3A35_806,UP3A,35,806,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
511,UP3A36_810,UP3A,36,810,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
512,UP3A38_241,UP3A,38,241,BETNEO,1990,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
513,UP3A38_242,UP3A,38,242,BETNEO,1990,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
514,UP3A38_814,UP3A,38,814,POPTRE,1990,1993,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
515,UP3A38_815,UP3A,38,815,POPTRE,1990,1993,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
516,UP3A38_820,UP3A,38,820,POPTRE,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
517,UP3A4_611,UP3A,4,611,BETNEO,1990,1993,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
518,UP3A4_612,UP3A,4,612,BETNEO,1990,1993,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),"1993, 2000",Fix as missing
519,UP3A7_267,UP3A,7,267,BETNEO,2004,2008,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,2008,Fix as missing
520,UP3B13_1433,UP3B,13,1433,BETNEO,1990,2004,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,"2004, 2008",Fix as missing
521,UP3B14_2940,UP3B,14,2940,BETNEO,1990,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
522,UP3B14_622,UP3B,14,622,BETNEO,1990,1993,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
523,UP3B14_628,UP3B,14,628,BETNEO,1990,1993,2018,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
524,UP3B14_629,UP3B,14,629,BETNEO,1990,1993,2018,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
525,UP3B14_631,UP3B,14,631,BETNEO,1990,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
526,UP3B24_4428,UP3B,24,4428,PICGLA,1990,1997,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1997,Fix as missing
527,UP3B24_634,UP3B,24,634,BETNEO,1990,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
528,UP3B26_635,UP3B,26,635,BETNEO,1990,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
529,UP3B3_1383,UP3B,3,1383,PICGLA,1990,1997,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1997,Fix as missing
530,UP3B30_636,UP3B,30,636,BETNEO,1990,1993,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
531,UP3B30_637,UP3B,30,637,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
532,UP3B31_638,UP3B,31,638,BETNEO,1990,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
533,UP3B31_639,UP3B,31,639,BETNEO,1990,1993,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
534,UP3B33_643,UP3B,33,643,POPTRE,1990,1993,2018,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
535,UP3B33_644,UP3B,33,644,POPTRE,1990,1993,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
536,UP3B34_2935,UP3B,34,2935,PICGLA,1990,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
537,UP3B35_2937,UP3B,35,2937,PICGLA,1990,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
538,UP3B35_647,UP3B,35,647,BETNEO,1990,1993,2018,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
539,UP3B35_648,UP3B,35,648,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
540,UP3B36_651,UP3B,36,651,BETNEO,1990,1993,2018,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
541,UP3B6_601,UP3B,6,601,PICGLA,1990,1993,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
542,UP3B6_602,UP3B,6,602,PICGLA,1990,1993,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
543,UP3B8_1395,UP3B,8,1395,PICGLA,1990,1997,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1997,Fix as missing
544,UP3C1_1449,UP3C,1,1449,PICGLA,1989,2018,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",persistent,Back to life,2018,Fix as missing
545,UP3C11_3700,UP3C,11,3700,BETNEO,1989,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",persistent,Back to life,1993,Fix as missing
546,UP3C11_614,UP3C,11,614,BETNEO,1989,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",persistent,Back to life,"1993, 2004",Fix as missing
547,UP3C11_616,UP3C,11,616,PICGLA,1989,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",missing,Back to life,1993,Fix as missing
548,UP3C12_621,UP3C,12,621,BETNEO,1989,1993,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",dead,Back to life (and death),1993,Fix as missing
549,UP3C13_622,UP3C,13,622,BETNEO,1989,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",dead,Back to life (and death),1993,Fix as missing
550,UP3C13_623,UP3C,13,623,BETNEO,1989,1993,2018,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",dead,Back to life (and death),1993,Fix as missing
551,UP3C13_624,UP3C,13,624,BETNEO,1989,1993,2018,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",dead,Back to life (and death),1993,Fix as missing
552,UP3C14_630,UP3C,14,630,BETNEO,1989,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",dead,Back to life (and death),1993,Fix as missing
553,UP3C2_602,UP3C,2,602,BETNEO,1989,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",missing,Back to life,1993,Fix as missing
554,UP3C2_603,UP3C,2,603,BETNEO,1989,1993,2018,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",dead,Back to life (and death),1993,Fix as missing
555,UP3C2_604,UP3C,2,604,BETNEO,1989,1993,2018,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",dead,Back to life (and death),1993,Fix as missing
556,UP3C2_610,UP3C,2,610,BETNEO,1989,1993,2018,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",dead,Back to life (and death),"1993, 2000",Fix as missing
557,UP3C22_631,UP3C,22,631,BETNEO,1989,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",persistent,Back to life,1993,Fix as missing
558,UP3C22_632,UP3C,22,632,BETNEO,1989,1993,2018,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",dead,Back to life (and death),1993,Fix as missing
559,UP3C22_633,UP3C,22,633,BETNEO,1989,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",persistent,Back to life,1993,Fix as missing
560,UP3C22_634,UP3C,22,634,BETNEO,1989,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",persistent,Back to life,1993,Fix as missing
561,UP3C22_635,UP3C,22,635,BETNEO,1989,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",persistent,Back to life,1993,Fix as missing
562,UP3C22_636,UP3C,22,636,BETNEO,1989,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",persistent,Back to life,1993,Fix as missing
563,UP3C22_638,UP3C,22,638,POPTRE,1989,1993,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",dead,Back to life (and death),1993,Fix as missing
564,UP3C25_640,UP3C,25,640,BETNEO,1989,1993,2018,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",dead,Back to life (and death),1993,Fix as missing
565,UP3C25_641,UP3C,25,641,POPTRE,1989,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",dead,Back to life (and death),1993,Fix as missing
566,UP3C28_644,UP3C,28,644,BETNEO,1989,1993,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",dead,Back to life (and death),1993,Fix as missing
567,UP3C28_645,UP3C,28,645,BETNEO,1989,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",persistent,Back to life,"1993, 2000",Fix as missing
568,UP3C28_646,UP3C,28,646,BETNEO,1989,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",dead,Back to life (and death),"1993, 2000",Fix as missing
569,UP3C28_647,UP3C,28,647,BETNEO,1989,1993,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",dead,Back to life (and death),1993,Fix as missing
570,UP3C28_648,UP3C,28,648,PICGLA,1989,1993,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",dead,Back to life (and death),1993,Fix as missing
571,UP3C31_663,UP3C,31,663,POPTRE,1989,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",dead,Back to life (and death),1993,Fix as missing
572,UP3C31_678,UP3C,31,678,BETNEO,1997,2000,2018,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",dead,Back to life (and death),"2000, 2004",Fix as missing
573,UP3C32_665,UP3C,32,665,PICGLA,1989,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",missing,Back to life,1993,Fix as missing
574,UP3C34_669,UP3C,34,669,BETNEO,1989,1993,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",dead,Back to life (and death),1993,Fix as missing
575,UP3C34_670,UP3C,34,670,POPTRE,1989,1993,2018,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",dead,Back to life (and death),1993,Fix as missing
576,UP3C8_611,UP3C,8,611,BETNEO,1989,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",persistent,Back to life,1993,Fix as missing
577,UP3C8_612,UP3C,8,612,BETNEO,1989,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",dead,Back to life (and death),1993,Fix as missing
578,UP3C9_601,UP3C,9,601,BETNEO,1989,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",persistent,Back to life,"1993, 2004",Fix as missing
579,UP4A12_830,UP4A,12,830,PICMAR,2008,2013,2018,"2018, 2013, 2008",persistent,Back to life,2013,Fix as missing
580,UP4A2_137,UP4A,2,137,PICMAR,2008,2008,2018,"2018, 2013, 2008",persistent,Back to life,,"First recorded as dead in 2008, then DBH of 7.3 in 2013 and beyond"
581,UP4A2_93,UP4A,2,93,PICMAR,2008,2013,2018,"2018, 2013, 2008",persistent,Back to life,2013,Fix as missing
582,UP4A3_179,UP4A,3,179,PICMAR,2008,2008,2018,"2018, 2013, 2008",persistent,Back to life,,"First recorded as dead in 2008, then dead in 2013, then DBH of 3.6 in 2018"
583,UP4B13_349,UP4B,13,349,PICMAR,2008,2013,2018,"2018, 2013, 2008",persistent,Back to life,2013,Fix as missing
584,UP4B6_170,UP4B,6,170,PICMAR,2008,2013,2018,"2018, 2013, 2008",persistent,Back to life,2013,Fix as missing
585,UP4D1_31,UP4D,1,31,PICMAR,2006,2013,2018,"2018, 2013, 2008, 2006",persistent,Back to life,2013,Fix as missing
586,WDI61_616,WDI6,1,616,POPTRE,2013,2013,2018,"2018, 2013",persistent,No DBH,,First recorded as dead in 2013 then DBH of 3.1 in 2018
